rxn_id,reaction
19464,O[C:1]([CH:2]1[N:3]([C:4]([CH2:5][C@H:6]([NH:7][C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][c:16]2[cH:17][c:18]([F:19])[c:20]([F:21])[cH:22][c:23]2[F:24])=[O:25])[CH2:26][CH2:27][S:28]1)=[O:29].[CH3:30][CH2:31][O:32][C:33](=[O:34])[CH:35]([O:36][c:37]1[cH:38][cH:39][c:40]([CH2:41][NH2:42])[cH:43][cH:44]1)[CH:45]([CH3:46])[CH3:47]>>[C:1]([CH:2]1[N:3]([C:4]([CH2:5][C@H:6]([NH:7][C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][c:16]2[cH:17][c:18]([F:19])[c:20]([F:21])[cH:22][c:23]2[F:24])=[O:25])[CH2:26][CH2:27][S:28]1)(=[O:29])[NH:42][CH2:41][c:40]1[cH:39][cH:38][c:37]([O:36][CH:35]([C:33]([O:32][CH2:31][CH3:30])=[O:34])[CH:45]([CH3:46])[CH3:47])[cH:44][cH:43]1
19465,O=[CH:1][c:2]1[cH:3][cH:4][o:5][cH:6]1.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:7][c:8]2[cH:13][cH:12][cH:11][cH:10][cH:9]2)cc1>>[CH:1](\[c:2]1[cH:3][cH:4][o:5][cH:6]1)=[CH:7]/[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
19466,O[C:1]([C:2]1=[CH:3][c:4]2[c:5]([cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]3)[cH:16]2)[O:17][CH2:18][CH2:19]1)=[O:20].[CH3:21][N:22]([CH2:23][CH2:24][N:25]1[CH2:26][CH2:27][CH:28]([NH2:29])[CH2:30][CH2:31]1)[CH:32]1[CH2:37][CH2:36][O:35][CH2:34][CH2:33]1>>[C:1]([C:2]1=[CH:3][c:4]2[c:5]([cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]3)[cH:16]2)[O:17][CH2:18][CH2:19]1)(=[O:20])[NH:29][CH:28]1[CH2:27][CH2:26][N:25]([CH2:24][CH2:23][N:22]([CH3:21])[CH:32]2[CH2:33][CH2:34][O:35][CH2:36][CH2:37]2)[CH2:31][CH2:30]1
19467,CC(C)(C)OC(=O)[NH:1][CH2:2][c:3]1[n:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[N:10]2[CH2:11][CH2:12][CH:13]([CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22]2)[c:23]2[cH:24][c:25]([O:26][CH3:27])[c:28]([O:29][CH3:30])[cH:31][c:32]12>>[NH2:1][CH2:2][c:3]1[n:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[N:10]2[CH2:11][CH2:12][CH:13]([CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22]2)[c:23]2[cH:24][c:25]([O:26][CH3:27])[c:28]([O:29][CH3:30])[cH:31][c:32]12
19469,CCO[C:1](=[O:2])[c:3]1[n:4][o:5][c:6]([C@H:7]([CH2:8][CH2:9][CH2:10][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[CH2:17][C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[n:25]1.[CH2:26]1[CH2:27][CH2:28][NH:29][CH2:30]1>>[C:1](=[O:2])([c:3]1[n:4][o:5][c:6]([C@H:7]([CH2:8][CH2:9][CH2:10][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[CH2:17][C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[n:25]1)[N:29]1[CH2:28][CH2:27][CH2:26][CH2:30]1
19471,O=C(OCc1ccccc1)[NH:1][C@H:2]1[CH2:3][CH2:4][N:5]([c:6]2[n:7][c:8]([C:9]([O:10][CH2:11][CH2:12][CH2:13][CH3:14])=[O:15])[c:16]([CH2:17][CH3:18])[o:19]2)[CH2:20][C@H:21]1[O:22][CH2:23][CH2:24][CH3:25]>>[NH2:1][C@H:2]1[CH2:3][CH2:4][N:5]([c:6]2[n:7][c:8]([C:9]([O:10][CH2:11][CH2:12][CH2:13][CH3:14])=[O:15])[c:16]([CH2:17][CH3:18])[o:19]2)[CH2:20][C@H:21]1[O:22][CH2:23][CH2:24][CH3:25]
19473,O[C:1]([CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH2:10][O:11][CH3:12])[cH:13][c:14]1[O:15][c:16]1[n:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]1[Cl:26])=[O:27].[NH2:30][S:29]([NH2:28])(=[O:31])=[O:32]>>[C:1]([CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH2:10][O:11][CH3:12])[cH:13][c:14]1[O:15][c:16]1[n:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]1[Cl:26])(=[O:27])[NH:28][S:29]([NH2:30])(=[O:31])=[O:32]
19475,Cl[CH2:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([O:8][CH2:9][c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][o:17]3)[o:18][c:19]2[CH3:20])[cH:21][cH:22]1.[O:23]=[C:24]([OH:25])[CH:26]([O:27][c:28]1[cH:29][cH:30][cH:31][c:32]2[nH:33][c:34]3[cH:35][cH:36][cH:37][cH:38][c:39]3[c:40]12)[c:41]1[cH:42][cH:43][cH:44][cH:45][cH:46]1>>[CH2:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([O:8][CH2:9][c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][o:17]3)[o:18][c:19]2[CH3:20])[cH:21][cH:22]1)[n:33]1[c:32]2[cH:31][cH:30][cH:29][c:28]([O:27][CH:26]([C:24](=[O:23])[OH:25])[c:41]3[cH:42][cH:43][cH:44][cH:45][cH:46]3)[c:40]2[c:39]2[c:34]1[cH:35][cH:36][cH:37][cH:38]2
19476,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[CH3:9][CH:10]([OH:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[O:11][CH:10]([CH3:9])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1
19478,O=[CH2:1].[OH:3][C@@H:4]1[CH2:5][NH:6][CH2:7][C@H:8]([c:9]2[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]2)[CH2:19]1>>[CH3:1][N:6]1[CH2:5][C@@H:4]([OH:3])[CH2:19][C@@H:8]([c:9]2[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]2)[CH2:7]1
19480,[CH3:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][C:22]2=[O:23])[cH:24][c:25]1[CH3:26]>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([O:6][C@H:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][C@H:22]2[OH:23])[cH:24][c:25]1[CH3:26]
19481,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[c:14]([C:15](=[O:16])[c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[cH:23][n:24][c:25]4[c:26]([C:27]([F:28])([F:29])[F:30])[cH:31][cH:32][cH:33][c:34]34)[cH:35]2)[cH:36][cH:37]1.[CH3:38][CH2:39][NH:40][CH2:41][CH3:42]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[c:14]([C:15](=[O:16])[c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[cH:23][n:24][c:25]4[c:26]([C:27]([F:28])([F:29])[F:30])[cH:31][cH:32][cH:33][c:34]34)[cH:35]2)[cH:36][cH:37]1)[N:40]([CH2:39][CH3:38])[CH2:41][CH3:42]
19482,[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][c:9]1[Cl:10]>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH2:7])[cH:8][c:9]1[Cl:10]
19483,O[C:1](=[O:2])[CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[c:10]1[B:11]([OH:12])[O:13][CH2:14]2.[NH2:15][CH2:16][CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[C:1](=[O:2])([CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[c:10]1[B:11]([OH:12])[O:13][CH2:14]2)[NH:15][CH2:16][CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1
19484,CCO[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][CH3:11])[c:12]([Cl:13])[cH:14]1)=[O:15]>>[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][CH3:11])[c:12]([Cl:13])[cH:14]1)[OH:15]
19485,F[c:1]1[c:2]([C:3]#[N:4])[cH:5][c:6]([Cl:7])[cH:8][cH:9]1.[O:10]=[S:11]1(=[O:12])[CH2:13][CH2:14][N:15]2[C:16](=[N:17]1)[C:18]1([c:19]3[cH:20][cH:21][c:22]([OH:23])[cH:24][cH:25]3)[CH2:26][CH2:27][CH:28]2[CH2:29][CH2:30]1>>[c:1]1([O:23][c:22]2[cH:21][cH:20][c:19]([C:18]34[C:16]5=[N:17][S:11](=[O:10])(=[O:12])[CH2:13][CH2:14][N:15]5[CH:28]([CH2:27][CH2:26]3)[CH2:29][CH2:30]4)[cH:25][cH:24]2)[c:2]([C:3]#[N:4])[cH:5][c:6]([Cl:7])[cH:8][cH:9]1
19486,O=[CH:1][c:2]1[cH:11][cH:10][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:4][cH:3]1.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:12][CH2:13][CH2:14][CH2:15][Br:16])cc1>>[CH:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1)=[CH:12][CH2:13][CH2:14][CH2:15][Br:16]
19488,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([F:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12.[NH2:14][CH:15]([CH2:16][c:17]1[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]1)[CH:24]([OH:25])[c:26]1[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([F:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12)[NH:14][CH:15]([CH2:16][c:17]1[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]1)[CH:24]([OH:25])[c:26]1[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35]1
19489,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]1.[CH3:9][N:10]([CH2:11][C:12]([CH3:13])([CH3:14])[CH3:15])[C:16](=[O:17])[c:18]1[nH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][c:26]1-[c:27]1[cH:28][cH:29][c:30]([Cl:31])[cH:32][cH:33]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]1)[n:19]1[c:18]([C:16]([N:10]([CH3:9])[CH2:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:17])[c:26](-[c:27]2[cH:28][cH:29][c:30]([Cl:31])[cH:32][cH:33]2)[cH:25][c:20]1[C:21]([F:22])([F:23])[F:24]
19490,[CH2:1]=[O:2].[CH3:3][CH2:4][CH2:5][O:6][CH:7]([CH3:8])[C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]1>>[CH2:1]([OH:2])[C:7]([O:6][CH2:5][CH2:4][CH3:3])([CH3:8])[C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]1
19491,CC(C)(C)OC(=O)[NH:1][CH:2]1[CH2:3][CH:4]2[N:5]([CH2:6][CH:7]([c:8]3[c:9]([Cl:10])[cH:11][cH:12][c:13]4[n:14][cH:15][c:16]([O:17][CH3:18])[n:19][c:20]34)[OH:21])[CH:22]([CH2:23][CH2:24]2)[CH2:25]1>>[NH2:1][CH:2]1[CH2:3][CH:4]2[N:5]([CH2:6][CH:7]([c:8]3[c:9]([Cl:10])[cH:11][cH:12][c:13]4[n:14][cH:15][c:16]([O:17][CH3:18])[n:19][c:20]34)[OH:21])[CH:22]([CH2:23][CH2:24]2)[CH2:25]1
19494,O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1.[NH2:10][NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1)[NH:10][NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1
19496,O=[C:1]1[C:2](=[O:3])[N:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])[c:10]2[c:11]1[cH:12][c:13]([S:14][CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([C:21](=[O:22])[OH:23])[cH:24][cH:25]1)[cH:26][cH:27]2.[NH2:28][NH:29][C:30](=[S:31])[NH:32][CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1>>[C:1]1(=[N:28][NH:29][C:30](=[S:31])[NH:32][CH2:33][c:34]2[cH:35][cH:36][cH:37][cH:38][cH:39]2)[C:2](=[O:3])[N:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])[c:10]2[c:11]1[cH:12][c:13]([S:14][CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([C:21](=[O:22])[OH:23])[cH:24][cH:25]1)[cH:26][cH:27]2
19497,CC(=O)[O:1][CH2:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1[S:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[OH:1][CH2:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1[S:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1
19498,Cl[c:1]1[c:2]([C:3](=[O:4])[OH:5])[cH:6][cH:7][cH:8][n:9]1.[O-:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[c:1]1([O:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[c:2]([C:3](=[O:4])[OH:5])[cH:6][cH:7][cH:8][n:9]1
19500,O[C:1]([c:2]1[cH:3][c:4]([Cl:5])[cH:6][c:7]2[c:8]1[NH:9][CH:10]([c:11]1[cH:12][cH:13][cH:14][c:15]([N:16]([CH3:17])[CH3:18])[cH:19]1)[CH2:20][C:21]2([CH3:22])[CH3:23])=[O:24].[NH2:25][S:26](=[O:27])(=[O:28])[CH:29]1[CH2:30][CH2:31]1>>[C:1]([c:2]1[cH:3][c:4]([Cl:5])[cH:6][c:7]2[c:8]1[NH:9][CH:10]([c:11]1[cH:12][cH:13][cH:14][c:15]([N:16]([CH3:17])[CH3:18])[cH:19]1)[CH2:20][C:21]2([CH3:22])[CH3:23])(=[O:24])[NH:25][S:26](=[O:27])(=[O:28])[CH:29]1[CH2:30][CH2:31]1
19501,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])OC(OC(C)(C)C)=O.[O:8]=[C:9]1[NH:10][CH2:11][CH2:12][CH2:13][C@:14]12[CH2:15][CH2:16][CH:17]([c:18]1[cH:19][cH:20][c:21]([OH:22])[cH:23][cH:24]1)[NH:25]2>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:25]1[C@:14]2([C:9](=[O:8])[NH:10][CH2:11][CH2:12][CH2:13]2)[CH2:15][CH2:16][CH:17]1[c:18]1[cH:19][cH:20][c:21]([OH:22])[cH:23][cH:24]1
19502,CC(C)(C)OC(=O)[N:1]1[C@H:2]([c:3]2[n:4][cH:5][c:6]([I:7])[nH:8]2)[CH2:9][C@H:10]([CH3:11])[CH2:12]1>>[NH:1]1[C@H:2]([c:3]2[n:4][cH:5][c:6]([I:7])[nH:8]2)[CH2:9][C@H:10]([CH3:11])[CH2:12]1
19503,Cl[CH2:1][CH2:2][CH2:3][n:4]1[c:5]2[c:6](=[O:7])[n:8]([CH3:9])[c:10](=[O:11])[n:12]([CH3:13])[c:14]2[n:15][cH:16]1.[cH:17]1[cH:18][cH:19][c:20]([S:21][CH2:22][CH2:23][CH2:24][N:25]2[CH2:30][CH2:29][NH:28][CH2:27][CH2:26]2)[cH:31][cH:32]1>>[CH2:1]([CH2:2][CH2:3][n:4]1[c:5]2[c:6](=[O:7])[n:8]([CH3:9])[c:10](=[O:11])[n:12]([CH3:13])[c:14]2[n:15][cH:16]1)[N:28]1[CH2:27][CH2:26][N:25]([CH2:24][CH2:23][CH2:22][S:21][c:20]2[cH:19][cH:18][cH:17][cH:32][cH:31]2)[CH2:30][CH2:29]1
19504,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][c:13](-[c:14]2[n:15][c:16]([CH:17]3[CH2:18][CH2:19][CH2:20][NH:21][CH2:22]3)[n:23][o:24]2)[cH:25][cH:26]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1)[N:21]1[CH2:20][CH2:19][CH2:18][CH:17]([c:16]2[n:15][c:14](-[c:13]3[cH:12][cH:11][cH:10][cH:26][cH:25]3)[o:24][n:23]2)[CH2:22]1
19505,O=[CH:1][CH3:2].[NH2:3][c:4]1[n:5][cH:6][n:7][c:8]2[c:9]1[c:10]([C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][c:17]([NH:18][C:19](=[O:20])[NH:21][c:22]3[cH:23][c:24]([Cl:25])[cH:26][c:27]([Cl:28])[cH:29]3)[cH:30]1)[cH:31][n:32]2[CH:33]1[CH2:34][CH2:35][NH:36][CH2:37][CH2:38]1>>[CH2:1]([CH3:2])[N:36]1[CH2:35][CH2:34][CH:33]([n:32]2[c:8]3[n:7][cH:6][n:5][c:4]([NH2:3])[c:9]3[c:10]([C:11](=[O:12])[c:13]3[cH:14][cH:15][cH:16][c:17]([NH:18][C:19](=[O:20])[NH:21][c:22]4[cH:23][c:24]([Cl:25])[cH:26][c:27]([Cl:28])[cH:29]4)[cH:30]3)[cH:31]2)[CH2:38][CH2:37]1
19507,Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[c:6]2[c:7]([cH:8][cH:9]1)[cH:10][cH:11][cH:12][n:13]2.[NH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[c:1]1([NH:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:2]([N+:3](=[O:4])[O-:5])[c:6]2[c:7]([cH:8][cH:9]1)[cH:10][cH:11][cH:12][n:13]2
19508,Cl[C:1]([O:2][CH3:3])=[O:4].[CH3:5][O:6][C:7](=[O:8])[CH2:9][CH2:10][c:11]1[cH:12][cH:13][c:14]([C:15]2=[C:16]([O:17][CH3:18])[CH2:19][N:20]([c:21]3[cH:22][cH:23][c:24]([C:25](=[NH:26])[NH2:27])[cH:28][cH:29]3)[C:30]2=[O:31])[cH:32][cH:33]1>>[C:1]([O:2][CH3:3])(=[O:4])[NH:27][C:25]([c:24]1[cH:23][cH:22][c:21]([N:20]2[CH2:19][C:16]([O:17][CH3:18])=[C:15]([c:14]3[cH:13][cH:12][c:11]([CH2:10][CH2:9][C:7]([O:6][CH3:5])=[O:8])[cH:33][cH:32]3)[C:30]2=[O:31])[cH:29][cH:28]1)=[NH:26]
19509,Cl[S:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7])(=[O:8])=[O:9].[CH3:10][c:11]1[c:12]([CH2:13][NH2:14])[nH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[c:22]1=[O:23]>>[S:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7])(=[O:8])(=[O:9])[NH:14][CH2:13][c:12]1[c:11]([CH3:10])[c:22](=[O:23])[c:21]2[c:16]([nH:15]1)[cH:17][cH:18][cH:19][cH:20]2
19510,Cl[c:1]1[cH:2][cH:3][c:4]([C:5]([c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][c:13]2[O:14][C:15]([CH3:16])([CH3:17])[C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])=[O:25])[cH:26][n:27]1.[OH:28][CH2:29][CH2:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1>>[c:1]1([O:28][CH2:29][CH2:30][c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[cH:2][cH:3][c:4]([C:5]([c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][c:13]2[O:14][C:15]([CH3:16])([CH3:17])[C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])=[O:25])[cH:26][n:27]1
19511,[CH3:1][C:2]#[C:3][c:4]1[cH:5][c:6]([Cl:7])[cH:8][n:9][c:10]1[NH2:11]>>[CH3:1][c:2]1[cH:3][c:4]2[cH:5][c:6]([Cl:7])[cH:8][n:9][c:10]2[nH:11]1
19512,Cl[CH2:1][c:2]1[n:3][c:4](/[CH:5]=[CH:6]/[c:7]2[cH:8][cH:9][c:10]([F:11])[cH:12][c:13]2[F:14])[o:15][cH:16]1.[CH3:17][S:18](=[O:19])(=[O:20])[CH2:21][c:22]1[n:23][cH:24][cH:25][n:26]1[CH2:27][CH2:28][CH2:29][CH2:30][c:31]1[cH:32][cH:33][c:34]([OH:35])[cH:36][cH:37]1>>[CH2:1]([c:2]1[n:3][c:4](/[CH:5]=[CH:6]/[c:7]2[cH:8][cH:9][c:10]([F:11])[cH:12][c:13]2[F:14])[o:15][cH:16]1)[O:35][c:34]1[cH:33][cH:32][c:31]([CH2:30][CH2:29][CH2:28][CH2:27][n:26]2[c:22]([CH2:21][S:18]([CH3:17])(=[O:19])=[O:20])[n:23][cH:24][cH:25]2)[cH:37][cH:36]1
19513,O[C:1]([CH2:2][c:3]1[cH:4][cH:5][n:6][c:7](-[n:8]2[c:9]([CH3:10])[cH:11][cH:12][c:13]2[CH3:14])[n:15]1)=[O:16].[CH3:17][c:18]1[cH:19][cH:20][c:21](-[c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]2[C:28](=[O:29])[NH:30][c:31]2[cH:32][cH:33][c:34]3[c:35]([cH:36]2)[CH2:37][CH2:38][NH:39]3)[cH:40][cH:41]1>>[C:1]([CH2:2][c:3]1[cH:4][cH:5][n:6][c:7](-[n:8]2[c:9]([CH3:10])[cH:11][cH:12][c:13]2[CH3:14])[n:15]1)(=[O:16])[N:39]1[c:34]2[cH:33][cH:32][c:31]([NH:30][C:28]([c:27]3[c:22](-[c:21]4[cH:20][cH:19][c:18]([CH3:17])[cH:41][cH:40]4)[cH:23][cH:24][cH:25][cH:26]3)=[O:29])[cH:36][c:35]2[CH2:37][CH2:38]1
19514,[CH3:1][C:2](=[O:3])OC(C)=O.[CH3:4][CH:5]([CH3:6])[O:7][C:8](=[O:9])[N:10]1[CH2:11][CH2:12][CH2:13][CH:14]([NH:15][CH2:16][c:17]2[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30]2)[c:31]2[cH:32][cH:33][c:34]3[c:35]([c:36]21)[CH2:37][CH2:38][CH2:39]3>>[CH3:1][C:2](=[O:3])[N:15]([CH:14]1[CH2:13][CH2:12][CH2:11][N:10]([C:8]([O:7][CH:5]([CH3:4])[CH3:6])=[O:9])[c:36]2[c:31]1[cH:32][cH:33][c:34]1[c:35]2[CH2:37][CH2:38][CH2:39]1)[CH2:16][c:17]1[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30]1
19518,Br[CH2:1][CH2:2][CH2:3][S:4][CH2:5][CH2:6][CH3:7].[CH3:8][CH2:9][NH:10][CH2:11][CH:12]([OH:13])[c:14]1[cH:21][cH:20][c:17]([C:18]#[N:19])[cH:16][cH:15]1>>[CH2:1]([CH2:2][CH2:3][S:4][CH2:5][CH2:6][CH3:7])[N:10]([CH2:9][CH3:8])[CH2:11][CH:12]([OH:13])[c:14]1[cH:15][cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]1
19519,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([Cl:12])[cH:13][c:14]2[Cl:15])[cH:16][cH:17]1.[CH3:18][n:19]1[n:20][cH:21][c:22]2[nH:23][cH:24][cH:25][c:26]2[c:27]1=[O:28]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([Cl:12])[cH:13][c:14]2[Cl:15])[cH:16][cH:17]1)[n:23]1[c:22]2[cH:21][n:20][n:19]([CH3:18])[c:27](=[O:28])[c:26]2[cH:25][cH:24]1
19520,Cl[S:1]([CH3:2])(=[O:4])=[O:3].[CH3:5][c:6]1[c:7]([N:8]2[CH2:9][CH2:10][NH:11][C@@H:12]([CH3:13])[CH2:14]2)[n:15][c:16]2[cH:17][c:18]([F:19])[cH:20][c:21]([F:22])[c:23]2[c:24]1[NH:25][c:26]1[cH:27][n:28][cH:29][c:30]([N:31]2[CH2:32][CH2:33][O:34][CH2:35][CH2:36]2)[cH:37]1>>[S:1]([CH3:2])(=[O:3])(=[O:4])[N:11]1[CH2:10][CH2:9][N:8]([c:7]2[c:6]([CH3:5])[c:24]([NH:25][c:26]3[cH:27][n:28][cH:29][c:30]([N:31]4[CH2:32][CH2:33][O:34][CH2:35][CH2:36]4)[cH:37]3)[c:23]3[c:16]([n:15]2)[cH:17][c:18]([F:19])[cH:20][c:21]3[F:22])[CH2:14][C@@H:12]1[CH3:13]
19521,O=[C:1]([CH3:2])[CH3:3].[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[N:11]1[CH2:12][CH2:13][C@@H:14]([NH2:15])[CH2:16]1>>[C:1]([CH3:2])([CH3:3])=[N:15][C@@H:14]1[CH2:13][CH2:12][N:11]([C:9]([O:8][C:5]([CH3:4])([CH3:6])[CH3:7])=[O:10])[CH2:16]1
